net,length_um
_03469_,3.64
_03492_,3.64
_03499_,3.64
_03502_,3.64
_05173_,3.64
_05753_,3.64
_06652_,3.64
blkProj14999_7.blkProj14991_42.blk3979_4.multiplier\[4\],3.64
_06874_,3.635
_02672_,3.625
_00350_,3.61
_00553_,3.61
_00794_,3.61
_01211_,3.61
_01264_,3.61
_00130_,3.59
_00333_,3.59
_00346_,3.59
_00496_,3.59
_00578_,3.59
_00684_,3.59
_00742_,3.59
_00769_,3.59
_00891_,3.59
_01071_,3.59
_01088_,3.59
_01146_,3.59
_02674_,3.585
_01407_,3.56
_01419_,3.56
_01421_,3.56
_01426_,3.56
_01432_,3.56
_01475_,3.56
_01500_,3.56
_01514_,3.56
_01517_,3.56
_01519_,3.56
_01538_,3.56
_01710_,3.56
_01804_,3.56
_01829_,3.56
_02000_,3.56
_02012_,3.56
_02025_,3.56
_02092_,3.56
_02093_,3.56
_02096_,3.56
_02142_,3.56
_02151_,3.56
_02194_,3.56
_02219_,3.56
_02222_,3.56
_02225_,3.56
_02241_,3.56
_02245_,3.56
_02249_,3.56
_02254_,3.56
_02268_,3.56
_02269_,3.56
_02286_,3.56
_02305_,3.56
_02350_,3.56
_02396_,3.56
_02454_,3.56
_02850_,3.56
_04160_,3.56
_04162_,3.56
_04180_,3.56
_05402_,3.56
_05537_,3.56
_05651_,3.56
_06170_,3.56
_06535_,3.56
_07462_,3.56
_07481_,3.56
_07538_,3.56
_07750_,3.56
_07813_,3.56
_07971_,3.56
_08105_,3.56
_08127_,3.56
_08179_,3.56
blkProj14523_5.blk4197_44.next_state\[1\],3.56
_00512_,3.54
_00659_,3.54
_01362_,3.54
_01371_,3.54
_01415_,3.54
_01498_,3.54
_01499_,3.54
_01532_,3.54
_01613_,3.54
_01643_,3.54
_01726_,3.54
_01783_,3.54
_01826_,3.54
_01852_,3.54
_01860_,3.54
_01976_,3.54
_01992_,3.54
_01995_,3.54
_02045_,3.54
_02056_,3.54
_02139_,3.54
_02255_,3.54
_02307_,3.54
_02336_,3.54
_02356_,3.54
_02357_,3.54
_02362_,3.54
_02366_,3.54
_02479_,3.54
_02520_,3.54
_02562_,3.54
_02635_,3.54
_02638_,3.54
_02683_,3.54
_02775_,3.54
_02802_,3.54
_02860_,3.54
_02863_,3.54
_03050_,3.54
_03167_,3.54
_03168_,3.54
_03338_,3.54
_03380_,3.54
_03546_,3.54
_03561_,3.54
_03678_,3.54
_03954_,3.54
_03970_,3.54
_03984_,3.54
_04033_,3.54
_04041_,3.54
_04751_,3.54
_05393_,3.54
_05443_,3.54
_05676_,3.54
_05713_,3.54
_06590_,3.54
_06600_,3.54
_07062_,3.54
_07187_,3.54
_07498_,3.54
_07525_,3.54
_07801_,3.54
_07812_,3.54
_07845_,3.54
_07853_,3.54
_08006_,3.54
_08058_,3.54
_08328_,3.54
_08449_,3.54
_09002_,3.54
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[0\]\[11\],3.54
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[0\]\[22\],3.54
_00242_,3.52
_01474_,3.52
_07944_,3.52
_00132_,3.49
_00102_,3.47
_00582_,3.47
_02133_,3.465
_02675_,3.465
_01681_,3.44
_01712_,3.44
_01929_,3.44
_02066_,3.44
_02150_,3.44
_02885_,3.44
_02896_,3.44
_02944_,3.44
_03154_,3.44
_03237_,3.44
_03286_,3.44
_03312_,3.44
_04813_,3.44
_05214_,3.44
_05951_,3.44
_06327_,3.44
_06346_,3.44
_06505_,3.44
_06893_,3.44
_07009_,3.44
_07083_,3.44
_07085_,3.44
_07386_,3.44
_07627_,3.44
_07771_,3.44
_08445_,3.44
_08538_,3.44
_08566_,3.44
_08576_,3.44
_08609_,3.44
_08772_,3.44
_08853_,3.44
_08922_,3.44
_08924_,3.44
_08938_,3.44
_08976_,3.44
_00625_,3.42
_01308_,3.42
_01438_,3.42
_01569_,3.42
_01717_,3.42
_01793_,3.42
_01837_,3.42
_01904_,3.42
_02309_,3.42
_03173_,3.42
_03220_,3.42
_03384_,3.42
_03728_,3.42
_04479_,3.42
_04608_,3.42
_04856_,3.42
_04957_,3.42
_05191_,3.42
_05391_,3.42
_06046_,3.42
_06113_,3.42
_06199_,3.42
_06332_,3.42
_06400_,3.42
_06498_,3.42
_07824_,3.42
_07841_,3.42
_07859_,3.42
_08080_,3.42
_08287_,3.42
_08441_,3.42
_08661_,3.42
_08752_,3.42
_08763_,3.42
_08795_,3.42
_08822_,3.42
_08955_,3.42
_09014_,3.42
_09025_,3.42
_02596_,3.405
_02610_,3.405
_02769_,3.405
_02807_,3.405
_02809_,3.405
_00326_,3.4
_00862_,3.4
_08889_,3.4
_02343_,3.385
blkProj14523_5.blk4197_44.next_state\[2\],3.385
_00586_,3.37
_00829_,3.37
_00890_,3.37
_00738_,3.35
_00821_,3.35
_00923_,3.35
_01240_,3.35
_02665_,3.345
_03671_,3.32
_07307_,3.32
_07832_,3.32
_00067_,3.3
_00071_,3.3
_00176_,3.3
_00323_,3.3
_00342_,3.3
_00412_,3.3
_00507_,3.3
_00729_,3.3
_00889_,3.3
_00899_,3.3
_01064_,3.3
_01202_,3.3
_01242_,3.3
_01543_,3.3
_01718_,3.3
_01830_,3.3
_02043_,3.3
_02178_,3.3
_02242_,3.3
_02408_,3.3
_02410_,3.3
_05724_,3.3
_08879_,3.3
_01849_,3.245
_02208_,3.245
_02498_,3.245
_02527_,3.245
_02575_,3.245
_02834_,3.245
_00249_,3.23
_00328_,3.23
_00674_,3.23
_00820_,3.23
_00912_,3.23
_01220_,3.23
_01272_,3.23
_01422_,3.225
_01637_,3.225
_02829_,3.225
blkProj14999_7.blk3989_105.Result\[10\],3.225
net179,3.225
_06024_,3.22
_06086_,3.22
_06670_,3.22
_06740_,3.22
_07231_,3.22
_07421_,3.22
_08092_,3.22
_08326_,3.22
_06458_,3.21
_00073_,3.2
_00089_,3.2
_00312_,3.2
_01427_,3.2
_01444_,3.2
_01529_,3.2
_01531_,3.2
_01534_,3.2
_01535_,3.2
_01542_,3.2
_01566_,3.2
_01584_,3.2
_01614_,3.2
_01623_,3.2
_01649_,3.2
_01658_,3.2
_01721_,3.2
_01728_,3.2
_01756_,3.2
_01761_,3.2
_01762_,3.2
_01778_,3.2
_01817_,3.2
_01842_,3.2
_01861_,3.2
_01866_,3.2
_01874_,3.2
_01908_,3.2
_01919_,3.2
_01932_,3.2
_01990_,3.2
_01998_,3.2
_02023_,3.2
_02028_,3.2
_02039_,3.2
_02044_,3.2
_02052_,3.2
_02082_,3.2
_02107_,3.2
_02130_,3.2
_02144_,3.2
_02190_,3.2
_02240_,3.2
_02315_,3.2
_02353_,3.2
_02395_,3.2
_02413_,3.2
_02414_,3.2
_02422_,3.2
_02466_,3.2
_02487_,3.2
_02521_,3.2
_02574_,3.2
_02692_,3.2
_02693_,3.2
_02698_,3.2
_02856_,3.2
_02859_,3.2
_02865_,3.2
_03630_,3.2
net448,3.2
_00594_,3.18
_01173_,3.18
_01301_,3.18
_02440_,3.18
_03611_,3.18
_06039_,3.18
_06781_,3.18
_08038_,3.18
_00272_,3.15
_00023_,3.13
_00057_,3.13
_00280_,3.13
_00290_,3.13
_00329_,3.13
_00363_,3.13
_00369_,3.13
_00389_,3.13
_00623_,3.13
_00759_,3.13
_00812_,3.13
_00978_,3.13
_01009_,3.13
_01125_,3.13
_01156_,3.13
_01213_,3.13
_01273_,3.13
_01453_,3.125
_01917_,3.125
_01967_,3.125
_01389_,3.1
_01406_,3.1
_01410_,3.1
_01414_,3.1
_01417_,3.1
_01445_,3.1
_01455_,3.1
_01456_,3.1
_01469_,3.1
_01490_,3.1
_01521_,3.1
_01523_,3.1
_01545_,3.1
_01558_,3.1
_01559_,3.1
_01574_,3.1
_01592_,3.1
_01605_,3.1
_01616_,3.1
_01627_,3.1
_01633_,3.1
_01652_,3.1
_01661_,3.1
_01671_,3.1
_01690_,3.1
_01703_,3.1
_01706_,3.1
_01707_,3.1
_01722_,3.1
_01724_,3.1
_01725_,3.1
_01727_,3.1
_01735_,3.1
_01737_,3.1
_01746_,3.1
_01774_,3.1
_01790_,3.1
_01794_,3.1
_01801_,3.1
_01831_,3.1
_01850_,3.1
_01875_,3.1
_01891_,3.1
_01895_,3.1
_01912_,3.1
_01939_,3.1
_01974_,3.1
_01989_,3.1
_02007_,3.1
_02016_,3.1
_02024_,3.1
_02055_,3.1
_02067_,3.1
_02069_,3.1
_02071_,3.1
_02083_,3.1
_02113_,3.1
_02158_,3.1
_02159_,3.1
_02160_,3.1
_02167_,3.1
_02183_,3.1
_02184_,3.1
_02193_,3.1
_02197_,3.1
_02218_,3.1
_02230_,3.1
_02232_,3.1
_02304_,3.1
_02311_,3.1
_02313_,3.1
_02344_,3.1
_02345_,3.1
_02375_,3.1
_02382_,3.1
_02387_,3.1
_02390_,3.1
_02402_,3.1
_02411_,3.1
_02468_,3.1
_02470_,3.1
_02473_,3.1
_02489_,3.1
_02789_,3.1
_02849_,3.1
_03605_,3.1
_04056_,3.1
_04061_,3.1
_04375_,3.1
_06279_,3.1
_07783_,3.1
_07826_,3.1
_00599_,3.08
_01302_,3.08
_01391_,3.08
_01397_,3.08
_01423_,3.08
_01440_,3.08
_01452_,3.08
_01458_,3.08
_01466_,3.08
_01506_,3.08
_01580_,3.08
_01600_,3.08
_01646_,3.08
_01755_,3.08
_01820_,3.08
_01865_,3.08
_01918_,3.08
_01950_,3.08
_01977_,3.08
_02022_,3.08
_02033_,3.08
_02106_,3.08
_02143_,3.08
_02186_,3.08
_02263_,3.08
_02291_,3.08
_02347_,3.08
_02352_,3.08
_02393_,3.08
_02407_,3.08
_02439_,3.08
_02458_,3.08
_02469_,3.08
_02523_,3.08
_02626_,3.08
_02627_,3.08
_02732_,3.08
_02780_,3.08
_02921_,3.08
_03013_,3.08
_03213_,3.08
_03271_,3.08
_03476_,3.08
_03513_,3.08
_03649_,3.08
_04009_,3.08
_04230_,3.08
_04947_,3.08
_05348_,3.08
_05398_,3.08
_06091_,3.08
_06230_,3.08
_06242_,3.08
_06285_,3.08
_06306_,3.08
_06377_,3.08
_06585_,3.08
_06855_,3.08
_07005_,3.08
_07692_,3.08
_07693_,3.08
_07909_,3.08
_07920_,3.08
_07952_,3.08
_07970_,3.08
_08220_,3.08
_08265_,3.08
_08369_,3.08
_08396_,3.08
_08496_,3.08
_08523_,3.08
_08668_,3.08
_08874_,3.08
_08881_,3.08
_08961_,3.08
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[0\]\[25\],3.08
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[0\]\[31\],3.08
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[0\]\[6\],3.08
_00240_,3.06
_00601_,3.06
_00605_,3.06
_01140_,3.06
_06666_,3.06
_08046_,3.06
_02813_,3.055
_02510_,3.045
_02598_,3.045
_00055_,3.03
_00299_,3.03
_00368_,3.03
_00390_,3.03
_00431_,3.03
_01168_,3.03
_02930_,2.98
_03002_,2.98
_03059_,2.98
_03064_,2.98
_03162_,2.98
_03170_,2.98
_03233_,2.98
_03246_,2.98
_03277_,2.98
_03323_,2.98
_03324_,2.98
_03325_,2.98
_03419_,2.98
_03423_,2.98
_03428_,2.98
_04102_,2.98
_04174_,2.98
_04441_,2.98
_04940_,2.98
_05033_,2.98
_05153_,2.98
_05803_,2.98
_06264_,2.98
_06442_,2.98
_06939_,2.98
_07112_,2.98
_07248_,2.98
_07251_,2.98
_07680_,2.98
_07717_,2.98
_08079_,2.98
_08174_,2.98
_08408_,2.98
_08434_,2.98
_08539_,2.98
_08560_,2.98
_08675_,2.98
_08684_,2.98
_08729_,2.98
_08896_,2.98
_08936_,2.98
_08959_,2.98
_00068_,2.96
_00461_,2.96
_00869_,2.96
_00908_,2.96
_01241_,2.96
_01434_,2.96
_01471_,2.96
_01800_,2.96
_02018_,2.96
_02175_,2.96
_02192_,2.96
_02231_,2.96
_02300_,2.96
_02514_,2.96
_02555_,2.96
_02902_,2.96
_03373_,2.96
_03394_,2.96
_03931_,2.96
_04251_,2.96
_04274_,2.96
_04327_,2.96
_04332_,2.96
_04400_,2.96
_04488_,2.96
_04912_,2.96
_04989_,2.96
_05612_,2.96
_05996_,2.96
_06083_,2.96
_06134_,2.96
_06426_,2.96
_06612_,2.96
_06728_,2.96
_07163_,2.96
_07394_,2.96
_07506_,2.96
_07768_,2.96
_07788_,2.96
_07852_,2.96
_07871_,2.96
_07917_,2.96
_07979_,2.96
_07983_,2.96
_07989_,2.96
_08052_,2.96
_08378_,2.96
_08495_,2.96
_08588_,2.96
_08620_,2.96
_08708_,2.96
_08899_,2.96
_08916_,2.96
_08917_,2.96
net241,2.96
_02496_,2.945
_02500_,2.945
_02580_,2.945
_02588_,2.945
_02651_,2.945
_02656_,2.945
_02666_,2.945
_01685_,2.925
_01856_,2.925
_02031_,2.925
_02480_,2.925
_00604_,2.91
_00221_,2.89
_00225_,2.89
_00494_,2.89
_00514_,2.89
_00574_,2.89
_00751_,2.89
_00775_,2.89
_00792_,2.89
_00892_,2.89
_00924_,2.89
_00949_,2.89
_00976_,2.89
_00985_,2.89
_01025_,2.89
_01038_,2.89
_01127_,2.89
_01135_,2.89
_01145_,2.89
_01187_,2.89
_01204_,2.89
_01214_,2.89
_01277_,2.89
_05898_,2.86
_06479_,2.86
_06576_,2.86
net542,2.86
_00001_,2.84
_00085_,2.84
_00094_,2.84
_00096_,2.84
_00110_,2.84
_00119_,2.84
_00136_,2.84
_00170_,2.84
_00175_,2.84
_00177_,2.84
_00179_,2.84
_00188_,2.84
_00201_,2.84
_00204_,2.84
_00234_,2.84
_00274_,2.84
_00300_,2.84
_00305_,2.84
_00336_,2.84
_00352_,2.84
_00392_,2.84
_00395_,2.84
_00400_,2.84
_00408_,2.84
_00411_,2.84
_00413_,2.84
_00449_,2.84
_00465_,2.84
_00472_,2.84
_00503_,2.84
_00536_,2.84
_00537_,2.84
_00557_,2.84
_00575_,2.84
_00606_,2.84
_00755_,2.84
_00765_,2.84
_00789_,2.84
_00791_,2.84
_00825_,2.84
_00858_,2.84
_00895_,2.84
_00974_,2.84
_00988_,2.84
_01005_,2.84
_01011_,2.84
_01028_,2.84
_01040_,2.84
_01042_,2.84
_01070_,2.84
_01096_,2.84
_01131_,2.84
_01134_,2.84
_01138_,2.84
_01142_,2.84
_01158_,2.84
_01185_,2.84
_01197_,2.84
_01200_,2.84
_01212_,2.84
_01223_,2.84
_01236_,2.84
_01263_,2.84
_01271_,2.84
_01282_,2.84
_01289_,2.84
_01291_,2.84
_01305_,2.84
_01335_,2.84
_01349_,2.84
_01360_,2.84
_01556_,2.84
_01667_,2.84
_01750_,2.84
_01769_,2.84
_01910_,2.84
_02013_,2.84
_02098_,2.84
_02213_,2.84
_02322_,2.84
_02346_,2.84
_07730_,2.84
_07901_,2.84
net339,2.84
_03429_,2.82
_02649_,2.785
_02650_,2.785
_02758_,2.785
_00100_,2.77
_00212_,2.77
_00219_,2.77
_00388_,2.77
_00419_,2.77
_00549_,2.77
_00580_,2.77
_00595_,2.77
_00808_,2.77
_00888_,2.77
_01251_,2.77
_01336_,2.77
_02050_,2.765
_06108_,2.76
_07840_,2.76
_07945_,2.76
_08347_,2.76
_00157_,2.74
_00194_,2.74
_00256_,2.74
_00497_,2.74
_00569_,2.74
_00643_,2.74
_00731_,2.74
_00793_,2.74
_01378_,2.74
_01379_,2.74
_01388_,2.74
_01411_,2.74
_01420_,2.74
_01526_,2.74
_01528_,2.74
_01536_,2.74
_01611_,2.74
_01618_,2.74
_01692_,2.74
_01714_,2.74
_01716_,2.74
_01757_,2.74
_01788_,2.74
_01791_,2.74
_01802_,2.74
_01814_,2.74
_01853_,2.74
_01859_,2.74
_01867_,2.74
_01868_,2.74
_01883_,2.74
_01885_,2.74
_01887_,2.74
_01915_,2.74
_01942_,2.74
_01945_,2.74
_01954_,2.74
_01988_,2.74
_02021_,2.74
_02049_,2.74
_02073_,2.74
_02109_,2.74
_02182_,2.74
_02188_,2.74
_02210_,2.74
_02223_,2.74
_02325_,2.74
_02329_,2.74
_02338_,2.74
_02456_,2.74
_02464_,2.74
_02465_,2.74
_02472_,2.74
_02482_,2.74
_02515_,2.74
_02528_,2.74
_02547_,2.74
_02696_,2.74
_02782_,2.74
_02799_,2.74
_02817_,2.74
_02822_,2.74
_02862_,2.74
_03642_,2.74
_07835_,2.74
blkProj14523_5.blk4197_44.next_state\[4\],2.74
_00005_,2.72
_00222_,2.72
_00279_,2.72
_00484_,2.72
_01931_,2.72
_02695_,2.72
_03504_,2.72
_03548_,2.72
_05116_,2.72
_05154_,2.72
_00046_,2.69
_00063_,2.69
_00173_,2.69
_00178_,2.69
_00195_,2.69
_00248_,2.69
_00302_,2.69
_00317_,2.69
_00338_,2.69
_00370_,2.69
_00378_,2.69
_00420_,2.69
_00434_,2.69
_00453_,2.69
_00471_,2.69
_00477_,2.69
_00488_,2.69
_00520_,2.69
_00612_,2.69
_00644_,2.69
_00661_,2.69
_00691_,2.69
_00707_,2.69
_00709_,2.69
_00725_,2.69
_00737_,2.69
_00763_,2.69
_00782_,2.69
_00785_,2.69
_00795_,2.69
_00843_,2.69
_00945_,2.69
_01004_,2.69
_01189_,2.69
_01225_,2.69
_01226_,2.69
_01229_,2.69
_01284_,2.69
_01303_,2.69
_00036_,2.67
_00074_,2.67
_00159_,2.67
_00162_,2.67
_00371_,2.67
_00637_,2.67
_00668_,2.67
_00680_,2.67
_00744_,2.67
_00806_,2.67
_00860_,2.67
_00968_,2.67
_00993_,2.67
_01026_,2.67
_01087_,2.67
_01157_,2.67
_01164_,2.67
_01312_,2.67
_01319_,2.67
_01377_,2.665
_01502_,2.665
_01780_,2.665
_02174_,2.665
_02250_,2.665
_02326_,2.665
_06506_,2.65
_05385_,2.64
_06094_,2.64
_06197_,2.64
_06598_,2.64
_07660_,2.64
_07816_,2.64
_07915_,2.64
_08363_,2.64
blkProj14999_7.blk3989_105.Result\[20\],2.64
_00343_,2.62
_01373_,2.62
_01418_,2.62
_01430_,2.62
_01435_,2.62
_01463_,2.62
_01468_,2.62
_01480_,2.62
_01485_,2.62
_01486_,2.62
_01504_,2.62
_01509_,2.62
_01510_,2.62
_01518_,2.62
_01550_,2.62
_01579_,2.62
_01588_,2.62
_01636_,2.62
_01640_,2.62
_01688_,2.62
_01730_,2.62
_01732_,2.62
_01764_,2.62
_01772_,2.62
_01777_,2.62
_01784_,2.62
_01787_,2.62
_01811_,2.62
_01839_,2.62
_01841_,2.62
_01857_,2.62
_01864_,2.62
_01926_,2.62
_01961_,2.62
_01975_,2.62
_01991_,2.62
_02036_,2.62
_02047_,2.62
_02070_,2.62
_02078_,2.62
_02088_,2.62
_02090_,2.62
_02110_,2.62
_02138_,2.62
_02145_,2.62
_02166_,2.62
_02224_,2.62
_02248_,2.62
_02265_,2.62
_02277_,2.62
_02289_,2.62
_02299_,2.62
_02324_,2.62
_02418_,2.62
_02536_,2.62
_02641_,2.62
_02722_,2.62
_02861_,2.62
_02867_,2.62
_03056_,2.62
_03270_,2.62
_03283_,2.62
_03376_,2.62
_03449_,2.62
_03588_,2.62
_03613_,2.62
_03626_,2.62
_04010_,2.62
_04049_,2.62
_04131_,2.62
_04854_,2.62
_05100_,2.62
_05209_,2.62
_05744_,2.62
_06116_,2.62
_06169_,2.62
_06473_,2.62
_06566_,2.62
_07522_,2.62
_07697_,2.62
_07718_,2.62
_07891_,2.62
_08022_,2.62
_08283_,2.62
_08433_,2.62
_08557_,2.62
_08689_,2.62
_08842_,2.62
_08850_,2.62
_08886_,2.62
blkProj14999_7.blk3989_105.Result\[17\],2.62
net295,2.62
_01923_,2.595
_04109_,2.595
_00544_,2.57
_00726_,2.57
_00885_,2.57
_01066_,2.57
_00696_,2.55
_05322_,2.55
_02892_,2.52
_02898_,2.52
_02911_,2.52
_02952_,2.52
_02967_,2.52
_02988_,2.52
_03018_,2.52
_03029_,2.52
_03037_,2.52
_03076_,2.52
_03183_,2.52
_03208_,2.52
_03209_,2.52
_03211_,2.52
_03265_,2.52
_03356_,2.52
_03684_,2.52
_04240_,2.52
_04438_,2.52
_05021_,2.52
_05057_,2.52
_05082_,2.52
_05158_,2.52
_05172_,2.52
_05338_,2.52
_05547_,2.52
_05716_,2.52
_06021_,2.52
_06144_,2.52
_06151_,2.52
_06212_,2.52
_06599_,2.52
_06818_,2.52
_06927_,2.52
_07132_,2.52
_07799_,2.52
_08085_,2.52
_08091_,2.52
_08480_,2.52
_08579_,2.52
_08580_,2.52
_08647_,2.52
_08683_,2.52
_08687_,2.52
_08831_,2.52
_08855_,2.52
_08929_,2.52
_08973_,2.52
_08995_,2.52
_09008_,2.52
net442,2.52
_00021_,2.5
_00629_,2.5
_00640_,2.5
_00662_,2.5
_00803_,2.5
_00905_,2.5
_01031_,2.5
_01046_,2.5
_01059_,2.5
_01199_,2.5
_01339_,2.5
_01508_,2.5
_01899_,2.5
_01941_,2.5
_02084_,2.5
_02280_,2.5
_03092_,2.5
_03204_,2.5
_03307_,2.5
_03311_,2.5
_03352_,2.5
_03551_,2.5
_03991_,2.5
_03998_,2.5
_04248_,2.5
_05252_,2.5
_05332_,2.5
_06192_,2.5
_06274_,2.5
_06320_,2.5
_06351_,2.5
_06385_,2.5
_06431_,2.5
_06460_,2.5
_06521_,2.5
_06582_,2.5
_06938_,2.5
_07091_,2.5
_07162_,2.5
_07419_,2.5
_07619_,2.5
_07654_,2.5
_07731_,2.5
_07998_,2.5
_08279_,2.5
_08366_,2.5
_08407_,2.5
_08428_,2.5
_08556_,2.5
_08690_,2.5
_08792_,2.5
_08820_,2.5
_08883_,2.5
_08914_,2.5
_01449_,2.465
_01813_,2.465
_01920_,2.465
_02064_,2.465
_02132_,2.465
_02367_,2.465
_02790_,2.465
_03303_,2.46
_00019_,2.43
_00243_,2.43
_00308_,2.43
_00850_,2.43
_00882_,2.43
_00963_,2.43
_00967_,2.43
_01032_,2.43
_01122_,2.43
_01129_,2.43
_01238_,2.43
_06642_,2.405
_04922_,2.4
_05133_,2.4
_05244_,2.4
_05480_,2.4
_08315_,2.4
_08334_,2.4
_00015_,2.38
_00026_,2.38
_00027_,2.38
_00028_,2.38
_00061_,2.38
_00075_,2.38
_00080_,2.38
_00086_,2.38
_00099_,2.38
_00106_,2.38
_00113_,2.38
_00123_,2.38
_00125_,2.38
_00134_,2.38
_00140_,2.38
_00145_,2.38
_00148_,2.38
_00182_,2.38
_00190_,2.38
_00198_,2.38
_00210_,2.38
_00211_,2.38
_00214_,2.38
_00217_,2.38
_00250_,2.38
_00251_,2.38
_00254_,2.38
_00278_,2.38
_00282_,2.38
_00285_,2.38
_00286_,2.38
_00307_,2.38
_00366_,2.38
_00452_,2.38
_00454_,2.38
_00455_,2.38
_00475_,2.38
_00490_,2.38
_00499_,2.38
_00517_,2.38
_00525_,2.38
_00534_,2.38
_00555_,2.38
_00572_,2.38
_00590_,2.38
_00638_,2.38
_00675_,2.38
_00686_,2.38
_00753_,2.38
_00828_,2.38
_00838_,2.38
_00849_,2.38
_00853_,2.38
_00875_,2.38
_00879_,2.38
_00883_,2.38
_00916_,2.38
_00933_,2.38
_00977_,2.38
_00982_,2.38
_00984_,2.38
_00994_,2.38
_00995_,2.38
_01043_,2.38
_01057_,2.38
_01060_,2.38
_01068_,2.38
_01077_,2.38
_01081_,2.38
_01092_,2.38
_01097_,2.38
_01105_,2.38
_01120_,2.38
_01128_,2.38
_01141_,2.38
_01147_,2.38
_01163_,2.38
_01175_,2.38
_01178_,2.38
_01193_,2.38
_01218_,2.38
_01232_,2.38
_01233_,2.38
_01239_,2.38
_01250_,2.38
_01253_,2.38
_01268_,2.38
_01270_,2.38
_01286_,2.38
_01287_,2.38
_01290_,2.38
_01318_,2.38
_01343_,2.38
_02058_,2.38
_02276_,2.38
_02349_,2.38
_03536_,2.38
_04329_,2.38
_04900_,2.38
_02606_,2.325
_02647_,2.325
_02652_,2.325
_02711_,2.325
_01386_,2.315
_01370_,2.305
_05365_,2.3
_05518_,2.3
_06117_,2.3
_06299_,2.3
_06640_,2.3
_07936_,2.3
_08011_,2.3
_08076_,2.3
_08206_,2.3
_08210_,2.3
_08227_,2.3
_08242_,2.3
_08392_,2.3
net307,2.3
net314,2.3
net529,2.3
_00082_,2.28
_00108_,2.28
_00127_,2.28
_00394_,2.28
_00526_,2.28
_00624_,2.28
_00697_,2.28
_00776_,2.28
_01007_,2.28
_01215_,2.28
_01262_,2.28
_01353_,2.28
_01398_,2.28
_01399_,2.28
_01408_,2.28
_01436_,2.28
_01437_,2.28
_01464_,2.28
_01473_,2.28
_01525_,2.28
_01546_,2.28
_01548_,2.28
_01560_,2.28
_01564_,2.28
_01577_,2.28
_01586_,2.28
_01612_,2.28
_01615_,2.28
_01617_,2.28
_01634_,2.28
_01650_,2.28
_01664_,2.28
_01675_,2.28
_01676_,2.28
_01686_,2.28
_01687_,2.28
_01691_,2.28
_01702_,2.28
_01713_,2.28
_01742_,2.28
_01751_,2.28
_01767_,2.28
_01773_,2.28
_01776_,2.28
_01786_,2.28
_01795_,2.28
_01809_,2.28
_01823_,2.28
_01828_,2.28
_01838_,2.28
_01847_,2.28
_01872_,2.28
_01879_,2.28
_01880_,2.28
_01911_,2.28
_01913_,2.28
_01914_,2.28
_01916_,2.28
_01934_,2.28
_01936_,2.28
_01966_,2.28
_01978_,2.28
_01981_,2.28
_02005_,2.28
_02006_,2.28
_02048_,2.28
_02104_,2.28
_02120_,2.28
_02128_,2.28
_02168_,2.28
_02177_,2.28
_02203_,2.28
_02211_,2.28
_02235_,2.28
_02236_,2.28
_02237_,2.28
_02252_,2.28
_02261_,2.28
_02278_,2.28
_02295_,2.28
_02301_,2.28
_02306_,2.28
_02328_,2.28
_02337_,2.28
_02376_,2.28
_02398_,2.28
_02409_,2.28
_02453_,2.28
_02483_,2.28
_02484_,2.28
_02519_,2.28
_02540_,2.28
_02690_,2.28
_02778_,2.28
_02852_,2.28
_02877_,2.28
_04884_,2.28
_05532_,2.28
_02020_,2.255
_02593_,2.255
_00002_,2.23
_00003_,2.23
_00004_,2.23
_00006_,2.23
_00009_,2.23
_00010_,2.23
_00012_,2.23
_00029_,2.23
_00033_,2.23
_00041_,2.23
_00049_,2.23
_00058_,2.23
_00095_,2.23
_00098_,2.23
_00105_,2.23
_00114_,2.23
_00131_,2.23
_00137_,2.23
_00142_,2.23
_00144_,2.23
_00166_,2.23
_00168_,2.23
_00169_,2.23
_00187_,2.23
_00203_,2.23
_00207_,2.23
_00213_,2.23
_00215_,2.23
_00223_,2.23
_00230_,2.23
_00238_,2.23
_00258_,2.23
_00273_,2.23
_00276_,2.23
_00281_,2.23
_00283_,2.23
_00288_,2.23
_00303_,2.23
_00306_,2.23
_00309_,2.23
_00318_,2.23
_00325_,2.23
_00332_,2.23
_00337_,2.23
_00344_,2.23
_00345_,2.23
_00347_,2.23
_00349_,2.23
_00353_,2.23
_00356_,2.23
_00360_,2.23
_00374_,2.23
_00384_,2.23
_00393_,2.23
_00407_,2.23
_00415_,2.23
_00422_,2.23
_00429_,2.23
_00432_,2.23
_00436_,2.23
_00441_,2.23
_00442_,2.23
_00443_,2.23
_00444_,2.23
_00447_,2.23
_00459_,2.23
_00468_,2.23
_00469_,2.23
_00479_,2.23
_00482_,2.23
_00489_,2.23
_00502_,2.23
_00515_,2.23
_00519_,2.23
_00523_,2.23
_00530_,2.23
_00533_,2.23
_00543_,2.23
_00548_,2.23
_00551_,2.23
_00552_,2.23
_00561_,2.23
_00563_,2.23
_00565_,2.23
_00577_,2.23
_00584_,2.23
_00611_,2.23
_00619_,2.23
_00631_,2.23
_00634_,2.23
_00635_,2.23
_00649_,2.23
_00650_,2.23
_00653_,2.23
